using device 0 NVIDIA GeForce RTX 3090
DEVICE: cuda
client_num: 1
tensor(0.4251, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0214, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.6580, dtype=torch.float64) 0.6599991137097572
tensor(0.6800, dtype=torch.float64) 0.6836949092767025
tensor(0.6600, dtype=torch.float64) 0.662150316824972
tensor(0.6800, dtype=torch.float64) 0.6836104736856372
tensor(0.6600, dtype=torch.float64) 0.662150316824972
tensor(0.6820, dtype=torch.float64) 0.685646607672336
tensor(0.6580, dtype=torch.float64) 0.6601998260057864
tensor(0.6800, dtype=torch.float64) 0.683720740991875
 31%|███       | 93/300 [00:01<00:03, 63.79it/s]tensor(0.6600, dtype=torch.float64) 0.6618482422632253
tensor(0.6810, dtype=torch.float64) 0.6848515972593155
tensor(0.6580, dtype=torch.float64) 0.6601623169209618
tensor(0.6800, dtype=torch.float64) 0.6839480463247377
tensor(0.6620, dtype=torch.float64) 0.6640517973429223
tensor(0.6780, dtype=torch.float64) 0.682026724286306
tensor(0.6620, dtype=torch.float64) 0.6640517973429223
tensor(0.6790, dtype=torch.float64) 0.6829338893772942
tensor(0.6640, dtype=torch.float64) 0.6663877978772034
tensor(0.6790, dtype=torch.float64) 0.6829357954854288
tensor(0.6620, dtype=torch.float64) 0.664359956370146
tensor(0.6790, dtype=torch.float64) 0.682895659855526
tensor(0.6620, dtype=torch.float64) 0.664359956370146
tensor(0.6790, dtype=torch.float64) 0.682895659855526
tensor(0.6600, dtype=torch.float64) 0.6625086579012652
tensor(0.6790, dtype=torch.float64) 0.682895659855526
 34%|███▎      | 101/300 [00:01<00:02, 66.56it/s]tensor(0.6600, dtype=torch.float64) 0.6625086579012652
tensor(0.6800, dtype=torch.float64) 0.6839146359533043
tensor(0.6620, dtype=torch.float64) 0.6643166579012653
tensor(0.6830, dtype=torch.float64) 0.6868665786452566
tensor(0.6640, dtype=torch.float64) 0.6663453584947076
tensor(0.6830, dtype=torch.float64) 0.686880622883032
tensor(0.6640, dtype=torch.float64) 0.6663453584947076
tensor(0.6830, dtype=torch.float64) 0.686880622883032
tensor(0.6620, dtype=torch.float64) 0.6639969435959987
tensor(0.6830, dtype=torch.float64) 0.6871066567222172
tensor(0.6600, dtype=torch.float64) 0.661572022584254
tensor(0.6830, dtype=torch.float64) 0.6869821346045064
tensor(0.6600, dtype=torch.float64) 0.661572022584254
tensor(0.6850, dtype=torch.float64) 0.6888203456588824
tensor(0.6620, dtype=torch.float64) 0.663836517302429
tensor(0.6850, dtype=torch.float64) 0.6886832229267058
 36%|███▋      | 109/300 [00:01<00:02, 68.68it/s]tensor(0.6620, dtype=torch.float64) 0.663836517302429
tensor(0.6850, dtype=torch.float64) 0.68857879622149
tensor(0.6660, dtype=torch.float64) 0.6676405882432973
tensor(0.6860, dtype=torch.float64) 0.6895527594776917
tensor(0.6640, dtype=torch.float64) 0.6654937338860112
tensor(0.6830, dtype=torch.float64) 0.6867166173308201
tensor(0.6640, dtype=torch.float64) 0.6652790458264285
tensor(0.6850, dtype=torch.float64) 0.6886913353757501
tensor(0.6640, dtype=torch.float64) 0.6652790458264285
tensor(0.6850, dtype=torch.float64) 0.6886533757197306
tensor(0.6660, dtype=torch.float64) 0.6672342037208042
tensor(0.6880, dtype=torch.float64) 0.691171137299712
tensor(0.6680, dtype=torch.float64) 0.6690675017255826
tensor(0.6900, dtype=torch.float64) 0.6930161855518172
tensor(0.6720, dtype=torch.float64) 0.6729682200192814
tensor(0.6910, dtype=torch.float64) 0.6937613431311097
tensor(0.6680, dtype=torch.float64) 0.6689712057106492
tensor(0.6900, dtype=torch.float64) 0.692696983850985
 39%|███▉      | 118/300 [00:01<00:02, 73.33it/s]tensor(0.6680, dtype=torch.float64) 0.6691281640745642
tensor(0.6920, dtype=torch.float64) 0.6946374401396174
tensor(0.6700, dtype=torch.float64) 0.6709000498166899
tensor(0.6930, dtype=torch.float64) 0.6955662463531966
tensor(0.6740, dtype=torch.float64) 0.6746759371903139
tensor(0.6930, dtype=torch.float64) 0.6952623266148117
tensor(0.6740, dtype=torch.float64) 0.6746759371903139
tensor(0.6900, dtype=torch.float64) 0.6920637102969961
tensor(0.6740, dtype=torch.float64) 0.6746759371903139
tensor(0.6900, dtype=torch.float64) 0.6920637102969961
tensor(0.6760, dtype=torch.float64) 0.6765363301957052
tensor(0.6910, dtype=torch.float64) 0.6929147596888064
tensor(0.6740, dtype=torch.float64) 0.674610786389666
tensor(0.6900, dtype=torch.float64) 0.6918428254418116
tensor(0.6740, dtype=torch.float64) 0.674610786389666
tensor(0.6910, dtype=torch.float64) 0.6928695270334218
tensor(0.6740, dtype=torch.float64) 0.674362530434726
tensor(0.6930, dtype=torch.float64) 0.6946804887551629
 42%|████▏     | 127/300 [00:01<00:02, 76.69it/s]tensor(0.6740, dtype=torch.float64) 0.6740274369112834
tensor(0.6960, dtype=torch.float64) 0.6977929390555807
tensor(0.6760, dtype=torch.float64) 0.675831505075496
tensor(0.6940, dtype=torch.float64) 0.6958867335520295
tensor(0.6800, dtype=torch.float64) 0.6800765339008817
tensor(0.6940, dtype=torch.float64) 0.6960699574852007
tensor(0.6800, dtype=torch.float64) 0.6798537974928707
tensor(0.6950, dtype=torch.float64) 0.6972500474053359
tensor(0.6800, dtype=torch.float64) 0.6800932882696422
tensor(0.6950, dtype=torch.float64) 0.6972500474053359
tensor(0.6800, dtype=torch.float64) 0.6800932882696422
tensor(0.6940, dtype=torch.float64) 0.6965123603878178
tensor(0.6820, dtype=torch.float64) 0.6819094498858039
tensor(0.6950, dtype=torch.float64) 0.697515319318638
tensor(0.6820, dtype=torch.float64) 0.682283708960276
tensor(0.6980, dtype=torch.float64) 0.7006826209242055
tensor(0.6800, dtype=torch.float64) 0.6805168654290344
tensor(0.6980, dtype=torch.float64) 0.7008355374547849
 45%|████▌     | 136/300 [00:02<00:02, 79.11it/s]tensor(0.6780, dtype=torch.float64) 0.6786682921052242
tensor(0.6940, dtype=torch.float64) 0.6970941047254418
tensor(0.6780, dtype=torch.float64) 0.6786682921052242
tensor(0.6900, dtype=torch.float64) 0.6930532957309816
tensor(0.6780, dtype=torch.float64) 0.6786682921052242
tensor(0.6910, dtype=torch.float64) 0.6942172631107115
tensor(0.6800, dtype=torch.float64) 0.6805064622570048
tensor(0.6910, dtype=torch.float64) 0.6942989683003257
tensor(0.6820, dtype=torch.float64) 0.6827272727272726
tensor(0.6900, dtype=torch.float64) 0.6934824579725968
tensor(0.6840, dtype=torch.float64) 0.6851359798814135
tensor(0.6910, dtype=torch.float64) 0.6944809816984702
tensor(0.6860, dtype=torch.float64) 0.6872652398900773
tensor(0.6920, dtype=torch.float64) 0.6954139713756797
tensor(0.6860, dtype=torch.float64) 0.6872652398900773
tensor(0.6940, dtype=torch.float64) 0.6976008393922462
tensor(0.6840, dtype=torch.float64) 0.6852577605728423
tensor(0.6950, dtype=torch.float64) 0.6986455265015168
 48%|████▊     | 145/300 [00:02<00:01, 81.04it/s]tensor(0.6820, dtype=torch.float64) 0.6829271784243562
tensor(0.6880, dtype=torch.float64) 0.6917507174003833
tensor(0.6780, dtype=torch.float64) 0.6788389191958641
tensor(0.6890, dtype=torch.float64) 0.6928021087330225
tensor(0.6800, dtype=torch.float64) 0.680697308104253
tensor(0.6890, dtype=torch.float64) 0.6928656831838251
tensor(0.6780, dtype=torch.float64) 0.6790827995422076
tensor(0.6880, dtype=torch.float64) 0.6919042063197149
tensor(0.6800, dtype=torch.float64) 0.6810587661501948
tensor(0.6840, dtype=torch.float64) 0.6879574656855818
tensor(0.6760, dtype=torch.float64) 0.6765192922907208
tensor(0.6840, dtype=torch.float64) 0.6879833151793671
tensor(0.6740, dtype=torch.float64) 0.674565632791463
tensor(0.6830, dtype=torch.float64) 0.6868559327164396
tensor(0.6780, dtype=torch.float64) 0.6782185859203517
tensor(0.6850, dtype=torch.float64) 0.6887239597687593
tensor(0.6760, dtype=torch.float64) 0.6763101267048482
tensor(0.6850, dtype=torch.float64) 0.6885596267609664
 51%|█████▏    | 154/300 [00:02<00:01, 82.61it/s]tensor(0.6800, dtype=torch.float64) 0.6802238658922136
tensor(0.6840, dtype=torch.float64) 0.6874835575372703
tensor(0.6800, dtype=torch.float64) 0.6802238658922136
tensor(0.6880, dtype=torch.float64) 0.6910807279055914
tensor(0.6800, dtype=torch.float64) 0.680099836976653
tensor(0.6890, dtype=torch.float64) 0.6919077903259785
tensor(0.6780, dtype=torch.float64) 0.6775973691662949
tensor(0.6900, dtype=torch.float64) 0.6927522812150878
tensor(0.6780, dtype=torch.float64) 0.6773456585741421
tensor(0.6890, dtype=torch.float64) 0.6918100226391788
tensor(0.6740, dtype=torch.float64) 0.6733214861158429
tensor(0.6880, dtype=torch.float64) 0.6908340152575217
tensor(0.6740, dtype=torch.float64) 0.6733214861158429
tensor(0.6910, dtype=torch.float64) 0.693549727553023
tensor(0.6760, dtype=torch.float64) 0.6753827494170123
tensor(0.6890, dtype=torch.float64) 0.6918100226391788
tensor(0.6760, dtype=torch.float64) 0.6754860937047829
tensor(0.6880, dtype=torch.float64) 0.6911777543690695
 54%|█████▍    | 163/300 [00:02<00:01, 83.70it/s]tensor(0.6780, dtype=torch.float64) 0.6780075427651585
tensor(0.6870, dtype=torch.float64) 0.6903725180505416
tensor(0.6780, dtype=torch.float64) 0.6781384551111501
tensor(0.6870, dtype=torch.float64) 0.6906460213798292
tensor(0.6800, dtype=torch.float64) 0.6803769075498374
tensor(0.6870, dtype=torch.float64) 0.6906460213798292
tensor(0.6800, dtype=torch.float64) 0.6805083669760175
tensor(0.6860, dtype=torch.float64) 0.6896377251465554
tensor(0.6800, dtype=torch.float64) 0.6806879375551467
tensor(0.6860, dtype=torch.float64) 0.6898895457632055
tensor(0.6800, dtype=torch.float64) 0.6806879375551467
tensor(0.6870, dtype=torch.float64) 0.6909941556785136
tensor(0.6780, dtype=torch.float64) 0.678716478863475
tensor(0.6900, dtype=torch.float64) 0.6937857419980888
tensor(0.6780, dtype=torch.float64) 0.678838718324238
tensor(0.6890, dtype=torch.float64) 0.6927408676625668
tensor(0.6780, dtype=torch.float64) 0.678838718324238
tensor(0.6900, dtype=torch.float64) 0.6935647187669632
 57%|█████▋    | 172/300 [00:02<00:01, 84.51it/s]tensor(0.6780, dtype=torch.float64) 0.678838718324238
tensor(0.6910, dtype=torch.float64) 0.6943730162636257
tensor(0.6780, dtype=torch.float64) 0.6787033442985269
tensor(0.6940, dtype=torch.float64) 0.6972395852903832
tensor(0.6780, dtype=torch.float64) 0.6787033442985269
tensor(0.6940, dtype=torch.float64) 0.6971476150876885
tensor(0.6780, dtype=torch.float64) 0.6787033442985269
tensor(0.6950, dtype=torch.float64) 0.6981524515265124
tensor(0.6740, dtype=torch.float64) 0.6740876420789743
tensor(0.6950, dtype=torch.float64) 0.698094269288664
tensor(0.6740, dtype=torch.float64) 0.6740876420789743
tensor(0.6950, dtype=torch.float64) 0.6982052773741539
tensor(0.6740, dtype=torch.float64) 0.6740876420789743
tensor(0.6940, dtype=torch.float64) 0.6970377916494094
tensor(0.6740, dtype=torch.float64) 0.6740876420789743
tensor(0.6940, dtype=torch.float64) 0.6971198038576748
tensor(0.6780, dtype=torch.float64) 0.6775290221009788
tensor(0.6970, dtype=torch.float64) 0.6995795720735243
 60%|██████    | 181/300 [00:02<00:01, 84.74it/s]tensor(0.6780, dtype=torch.float64) 0.6772370436047711
tensor(0.6990, dtype=torch.float64) 0.7013831952938543
tensor(0.6800, dtype=torch.float64) 0.6792539704741247
tensor(0.7000, dtype=torch.float64) 0.7022919452374013
tensor(0.6820, dtype=torch.float64) 0.6809908132728427
tensor(0.7010, dtype=torch.float64) 0.7034586204695024
tensor(0.6760, dtype=torch.float64) 0.6752600351388038
tensor(0.7010, dtype=torch.float64) 0.7032835388488881
tensor(0.6760, dtype=torch.float64) 0.6752600351388038
tensor(0.7010, dtype=torch.float64) 0.7032445160312032
tensor(0.6740, dtype=torch.float64) 0.6732513995087276
tensor(0.7030, dtype=torch.float64) 0.7052916312212454
tensor(0.6700, dtype=torch.float64) 0.6696086649132189
tensor(0.7030, dtype=torch.float64) 0.7052263690429897
tensor(0.6720, dtype=torch.float64) 0.6715819339209184
tensor(0.7010, dtype=torch.float64) 0.7032535928617398
tensor(0.6720, dtype=torch.float64) 0.67111645986899
tensor(0.6990, dtype=torch.float64) 0.7011379549080964
 63%|██████▎   | 190/300 [00:02<00:01, 85.20it/s]tensor(0.6720, dtype=torch.float64) 0.6707267773285809
tensor(0.6960, dtype=torch.float64) 0.6979687078340688
tensor(0.6700, dtype=torch.float64) 0.6687428513818998
tensor(0.6960, dtype=torch.float64) 0.6980532348801719
tensor(0.6680, dtype=torch.float64) 0.6661611460426997
tensor(0.6940, dtype=torch.float64) 0.6961876494054731
tensor(0.6700, dtype=torch.float64) 0.6684545363521003
tensor(0.6940, dtype=torch.float64) 0.6958581953273247
tensor(0.6720, dtype=torch.float64) 0.6703327814900468
tensor(0.6930, dtype=torch.float64) 0.6946959617844863
tensor(0.6700, dtype=torch.float64) 0.6685638350915831
tensor(0.6930, dtype=torch.float64) 0.6945881699963042
tensor(0.6680, dtype=torch.float64) 0.6672269437898253
tensor(0.6930, dtype=torch.float64) 0.694714585361576
tensor(0.6680, dtype=torch.float64) 0.6676928247305894
tensor(0.6970, dtype=torch.float64) 0.6991361953957359
tensor(0.6700, dtype=torch.float64) 0.6696971816924181
tensor(0.6970, dtype=torch.float64) 0.6991771970748593
 66%|██████▋   | 199/300 [00:02<00:01, 85.55it/s]tensor(0.6740, dtype=torch.float64) 0.6734657622957334
tensor(0.6930, dtype=torch.float64) 0.6956918892180578
tensor(0.6720, dtype=torch.float64) 0.6716827825993867
tensor(0.6930, dtype=torch.float64) 0.6955976628560396
tensor(0.6720, dtype=torch.float64) 0.6719426142991577
tensor(0.6950, dtype=torch.float64) 0.6979083830735631
tensor(0.6700, dtype=torch.float64) 0.6706172147889131
tensor(0.6970, dtype=torch.float64) 0.7000697442542817
tensor(0.6780, dtype=torch.float64) 0.6789113272051808
tensor(0.6980, dtype=torch.float64) 0.7012054051359344
tensor(0.6800, dtype=torch.float64) 0.6808092038358816
tensor(0.7030, dtype=torch.float64) 0.7061794469245563
tensor(0.6780, dtype=torch.float64) 0.6792399317624103
tensor(0.7010, dtype=torch.float64) 0.7042311929688335
tensor(0.6760, dtype=torch.float64) 0.6772877442295078
tensor(0.7010, dtype=torch.float64) 0.7041727913394521
tensor(0.6800, dtype=torch.float64) 0.6815052893622013
tensor(0.7030, dtype=torch.float64) 0.7061784668581652
 69%|██████▉   | 208/300 [00:02<00:01, 85.82it/s]tensor(0.6840, dtype=torch.float64) 0.685077250114267
tensor(0.7070, dtype=torch.float64) 0.709830171305433
tensor(0.6820, dtype=torch.float64) 0.6832887166966451
tensor(0.7020, dtype=torch.float64) 0.7044510753598827
tensor(0.6860, dtype=torch.float64) 0.6870671653375511
tensor(0.7080, dtype=torch.float64) 0.7102059587528722
tensor(0.6820, dtype=torch.float64) 0.6824144064958035
tensor(0.7090, dtype=torch.float64) 0.7112237896365127
tensor(0.6820, dtype=torch.float64) 0.6822549305287445
tensor(0.7120, dtype=torch.float64) 0.7140646489661661
tensor(0.6780, dtype=torch.float64) 0.6778176019994949
tensor(0.7140, dtype=torch.float64) 0.7161095124396578
tensor(0.6720, dtype=torch.float64) 0.6717543370193095
tensor(0.7110, dtype=torch.float64) 0.7134261957705184
tensor(0.6720, dtype=torch.float64) 0.6716874696465422
tensor(0.7100, dtype=torch.float64) 0.7128096503573562
tensor(0.6760, dtype=torch.float64) 0.6755527029739575
tensor(0.7050, dtype=torch.float64) 0.7078847985519302
 72%|███████▏  | 217/300 [00:02<00:00, 85.74it/s]tensor(0.6760, dtype=torch.float64) 0.6755527029739575
tensor(0.7030, dtype=torch.float64) 0.706030989761782
tensor(0.6780, dtype=torch.float64) 0.6774501478850059
tensor(0.7020, dtype=torch.float64) 0.7051593624533412
tensor(0.6720, dtype=torch.float64) 0.6708600470019824
tensor(0.7000, dtype=torch.float64) 0.7030951337446225
tensor(0.6740, dtype=torch.float64) 0.6728258738685118
tensor(0.6980, dtype=torch.float64) 0.7010882718265422
tensor(0.6720, dtype=torch.float64) 0.6706699932024082
tensor(0.6970, dtype=torch.float64) 0.700225474554897
tensor(0.6720, dtype=torch.float64) 0.6706699932024082
tensor(0.7000, dtype=torch.float64) 0.7032102671395889
tensor(0.6720, dtype=torch.float64) 0.6705534470444127
tensor(0.6970, dtype=torch.float64) 0.7002776498663209
tensor(0.6720, dtype=torch.float64) 0.6706706207008325
tensor(0.6940, dtype=torch.float64) 0.6967119670439874
tensor(0.6740, dtype=torch.float64) 0.6728462936785143
tensor(0.6940, dtype=torch.float64) 0.6965938967724754
 75%|███████▌  | 226/300 [00:03<00:00, 85.66it/s]tensor(0.6720, dtype=torch.float64) 0.6702497180506107
tensor(0.6920, dtype=torch.float64) 0.6947642797043017
tensor(0.6720, dtype=torch.float64) 0.6702970383478304
tensor(0.6930, dtype=torch.float64) 0.6958892699053684
tensor(0.6720, dtype=torch.float64) 0.6705749972833158
tensor(0.6940, dtype=torch.float64) 0.6965758430544642
tensor(0.6740, dtype=torch.float64) 0.6729673213629153
tensor(0.6930, dtype=torch.float64) 0.6958091655658031
tensor(0.6780, dtype=torch.float64) 0.6771514832477015
tensor(0.6960, dtype=torch.float64) 0.6983859519276152
tensor(0.6780, dtype=torch.float64) 0.6774404042237486
tensor(0.6920, dtype=torch.float64) 0.6946906910938757
tensor(0.6740, dtype=torch.float64) 0.6737788568969907
tensor(0.6930, dtype=torch.float64) 0.6957073122180548
tensor(0.6720, dtype=torch.float64) 0.6718162583749203
tensor(0.6950, dtype=torch.float64) 0.6980083638488404
tensor(0.6720, dtype=torch.float64) 0.6716501469399992
tensor(0.6950, dtype=torch.float64) 0.6981917395945256
 78%|███████▊  | 235/300 [00:03<00:00, 85.53it/s]tensor(0.6740, dtype=torch.float64) 0.6734917975733408
tensor(0.6930, dtype=torch.float64) 0.6964031459130886
tensor(0.6740, dtype=torch.float64) 0.6734917975733408
tensor(0.6930, dtype=torch.float64) 0.696329439722308
tensor(0.6780, dtype=torch.float64) 0.6780232597657437
tensor(0.6950, dtype=torch.float64) 0.6984373336547157
tensor(0.6780, dtype=torch.float64) 0.6782962681428848
tensor(0.6950, dtype=torch.float64) 0.698667184438746
tensor(0.6820, dtype=torch.float64) 0.6823458489188996
tensor(0.6970, dtype=torch.float64) 0.7006921979859886
tensor(0.6800, dtype=torch.float64) 0.680697254172402
tensor(0.6990, dtype=torch.float64) 0.7023023144227964
tensor(0.6800, dtype=torch.float64) 0.680697254172402
tensor(0.7010, dtype=torch.float64) 0.7041650721971221
tensor(0.6780, dtype=torch.float64) 0.6786472468647083
tensor(0.7050, dtype=torch.float64) 0.7079405017576965
tensor(0.6780, dtype=torch.float64) 0.6786999410628868
tensor(0.7030, dtype=torch.float64) 0.705809259250605
 81%|████████▏ | 244/300 [00:03<00:00, 85.75it/s]tensor(0.6800, dtype=torch.float64) 0.6809589662038629
tensor(0.7030, dtype=torch.float64) 0.7059601980849305
tensor(0.6820, dtype=torch.float64) 0.6827566114226682
tensor(0.7040, dtype=torch.float64) 0.7067947111201404
tensor(0.6860, dtype=torch.float64) 0.68634166726559
tensor(0.7050, dtype=torch.float64) 0.7076553654570854
tensor(0.6820, dtype=torch.float64) 0.682161297308689
tensor(0.7040, dtype=torch.float64) 0.7066596480474828
tensor(0.6840, dtype=torch.float64) 0.6839533295033273
tensor(0.7040, dtype=torch.float64) 0.706341169784958
tensor(0.6840, dtype=torch.float64) 0.6839533295033273
tensor(0.7040, dtype=torch.float64) 0.7062726822723785
tensor(0.6820, dtype=torch.float64) 0.6820143204362308
tensor(0.7030, dtype=torch.float64) 0.7053810744414588
tensor(0.6820, dtype=torch.float64) 0.68200274585794
tensor(0.7050, dtype=torch.float64) 0.7075337318214121
tensor(0.6860, dtype=torch.float64) 0.6863445852476007
tensor(0.7050, dtype=torch.float64) 0.7074386745841736
 84%|████████▍ | 253/300 [00:03<00:00, 85.91it/s]tensor(0.6860, dtype=torch.float64) 0.6863445852476007
tensor(0.7060, dtype=torch.float64) 0.708609581593305
tensor(0.6800, dtype=torch.float64) 0.6805613322294845
tensor(0.7070, dtype=torch.float64) 0.7096043192495616
tensor(0.6800, dtype=torch.float64) 0.6805613322294845
tensor(0.7060, dtype=torch.float64) 0.7085021788371682
tensor(0.6780, dtype=torch.float64) 0.6786506271109582
tensor(0.7080, dtype=torch.float64) 0.7103945230669053
tensor(0.6780, dtype=torch.float64) 0.6784421482419114
tensor(0.7080, dtype=torch.float64) 0.71043981577162
tensor(0.6780, dtype=torch.float64) 0.6784421482419114
tensor(0.7080, dtype=torch.float64) 0.71043981577162
tensor(0.6780, dtype=torch.float64) 0.6784129299853179
tensor(0.7090, dtype=torch.float64) 0.7114798083806667
tensor(0.6780, dtype=torch.float64) 0.6780544585028833
tensor(0.7060, dtype=torch.float64) 0.7085914514484905
tensor(0.6800, dtype=torch.float64) 0.6802040546869942
tensor(0.7060, dtype=torch.float64) 0.7088250069339057
 87%|████████▋ | 262/300 [00:03<00:00, 86.07it/s]tensor(0.6760, dtype=torch.float64) 0.6761684346702419
tensor(0.7040, dtype=torch.float64) 0.7069248831899074
tensor(0.6780, dtype=torch.float64) 0.6782059622331309
tensor(0.7030, dtype=torch.float64) 0.7059316128175989
tensor(0.6760, dtype=torch.float64) 0.6759997883219294
tensor(0.7020, dtype=torch.float64) 0.7049484815095927
tensor(0.6740, dtype=torch.float64) 0.6738346625043388
tensor(0.7010, dtype=torch.float64) 0.7040618665339003
tensor(0.6720, dtype=torch.float64) 0.6719257453749743
tensor(0.7030, dtype=torch.float64) 0.7060516839925781
tensor(0.6700, dtype=torch.float64) 0.6699428001705282
tensor(0.7010, dtype=torch.float64) 0.704553158742733
tensor(0.6700, dtype=torch.float64) 0.6703292108922979
tensor(0.7020, dtype=torch.float64) 0.7056393867515345
tensor(0.6720, dtype=torch.float64) 0.6726008662273876
tensor(0.7000, dtype=torch.float64) 0.7036578951077123
tensor(0.6700, dtype=torch.float64) 0.6701616955279434
tensor(0.7010, dtype=torch.float64) 0.7042576293154237
 90%|█████████ | 271/300 [00:03<00:00, 85.78it/s]tensor(0.6700, dtype=torch.float64) 0.6700679235820562
tensor(0.7040, dtype=torch.float64) 0.7071877198769698
tensor(0.6700, dtype=torch.float64) 0.6700497222659861
tensor(0.7050, dtype=torch.float64) 0.7081934559920928
tensor(0.6720, dtype=torch.float64) 0.672002398921654
tensor(0.7050, dtype=torch.float64) 0.7082733828243073
tensor(0.6760, dtype=torch.float64) 0.6765148523445621
tensor(0.7060, dtype=torch.float64) 0.7092537106634996
tensor(0.6800, dtype=torch.float64) 0.6804434498458138
tensor(0.7040, dtype=torch.float64) 0.7072188277075999
tensor(0.6820, dtype=torch.float64) 0.6829134111217521
tensor(0.7060, dtype=torch.float64) 0.7094152003412185
tensor(0.6800, dtype=torch.float64) 0.6807328465483323
tensor(0.7120, dtype=torch.float64) 0.7153915628250376
tensor(0.6780, dtype=torch.float64) 0.6786593377141454
tensor(0.7090, dtype=torch.float64) 0.712476490016298
tensor(0.6780, dtype=torch.float64) 0.6787699157930874
tensor(0.7100, dtype=torch.float64) 0.7135130646205105
 93%|█████████▎| 280/300 [00:03<00:00, 85.61it/s]tensor(0.6720, dtype=torch.float64) 0.6734832052330991
tensor(0.7110, dtype=torch.float64) 0.7144094118718763
tensor(0.6780, dtype=torch.float64) 0.6798009417627621
tensor(0.7090, dtype=torch.float64) 0.7123637436484908
tensor(0.6780, dtype=torch.float64) 0.6798009417627621
tensor(0.7080, dtype=torch.float64) 0.7114877565906645
tensor(0.6780, dtype=torch.float64) 0.6798711845064194
tensor(0.7060, dtype=torch.float64) 0.7096915907098663
tensor(0.6700, dtype=torch.float64) 0.6718126474805755
tensor(0.7080, dtype=torch.float64) 0.7117487096329483
tensor(0.6700, dtype=torch.float64) 0.6718126474805755
tensor(0.7100, dtype=torch.float64) 0.7136344410282681
tensor(0.6700, dtype=torch.float64) 0.6716368395962934
tensor(0.7100, dtype=torch.float64) 0.7137061971549924
tensor(0.6700, dtype=torch.float64) 0.6716368395962934
tensor(0.7100, dtype=torch.float64) 0.7133904139640651
tensor(0.6700, dtype=torch.float64) 0.6717865214688885
tensor(0.7120, dtype=torch.float64) 0.7150728653426613
 96%|█████████▋| 289/300 [00:03<00:00, 85.63it/s]tensor(0.6720, dtype=torch.float64) 0.6737186647261856
tensor(0.7120, dtype=torch.float64) 0.7149584570354075
tensor(0.6760, dtype=torch.float64) 0.6776891081629346
tensor(0.7120, dtype=torch.float64) 0.7149059578603965
tensor(0.6760, dtype=torch.float64) 0.6771617087265839
tensor(0.7110, dtype=torch.float64) 0.713841515172023
tensor(0.6740, dtype=torch.float64) 0.6748570994817105
tensor(0.7090, dtype=torch.float64) 0.7116077833657398
tensor(0.6740, dtype=torch.float64) 0.6744689415652045
tensor(0.7050, dtype=torch.float64) 0.707374462961135
tensor(0.6700, dtype=torch.float64) 0.6698267732389594
tensor(0.7010, dtype=torch.float64) 0.7035870447966751
tensor(0.6740, dtype=torch.float64) 0.6728518164755716
tensor(0.6990, dtype=torch.float64) 0.701456169537771
tensor(0.6720, dtype=torch.float64) 0.6712250375716122
tensor(0.7010, dtype=torch.float64) 0.7034043642810925
tensor(0.6740, dtype=torch.float64) 0.6734442994608227
tensor(0.7030, dtype=torch.float64) 0.7054577671531533
 99%|█████████▉| 298/300 [00:03<00:00, 85.84it/s]tensor(0.6720, dtype=torch.float64) 0.6716444172898824
tensor(0.7100, dtype=torch.float64) 0.7121703672939776
tensor(0.6740, dtype=torch.float64) 0.6732727282448057
tensor(0.7120, dtype=torch.float64) 0.7140007174585195
100%|██████████| 300/300 [00:03<00:00, 75.96it/s]

第二阶段训练完成，用时: 3.95秒
总训练时间: 5221.30秒
  - 第一阶段: 5217.35秒
  - 第二阶段: 3.95秒
训练时间已保存到 mign_training_time.txt
